Gene	Transcript	FDR	P-Value	Number of species included	Number of Sites under positive Selection	Jalview protein alignment	Protein Alignment (interleaved)
2727792643	2727792643	1	1	9	31	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792643/Limnohabitans_MAG/2727792643_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791856	2727791856	1	1	7	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791856/Limnohabitans_MAG/2727791856_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790951	2727790951	1	1	6	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790951/Limnohabitans_MAG/2727790951_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791781	2727791781	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791781/Limnohabitans_MAG/2727791781_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791333	2727791333	1	1	8	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791333/Limnohabitans_MAG/2727791333_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790894	2727790894	1	1	9	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790894/Limnohabitans_MAG/2727790894_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794325	2727794325	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794325/Limnohabitans_MAG/2727794325_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791950	2727791950	1	1	7	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791950/Limnohabitans_MAG/2727791950_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790753	2727790753	1	1	3	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790753/Limnohabitans_MAG/2727790753_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792002	2727792002	1	1	7	30	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792002/Limnohabitans_MAG/2727792002_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794437	2727794437	1	1	9	14	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794437/Limnohabitans_MAG/2727794437_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792913	2727792913	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792913/Limnohabitans_MAG/2727792913_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792489	2727792489	1	1	4	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792489/Limnohabitans_MAG/2727792489_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793410	2727793410	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793410/Limnohabitans_MAG/2727793410_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793765	2727793765	1	1	3	22	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793765/Limnohabitans_MAG/2727793765_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792919	2727792919	1	1	9	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792919/Limnohabitans_MAG/2727792919_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793301	2727793301	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793301/Limnohabitans_MAG/2727793301_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793229	2727793229	1	1	7	25	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793229/Limnohabitans_MAG/2727793229_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794315	2727794315	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794315/Limnohabitans_MAG/2727794315_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790802	2727790802	1	1	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790802/Limnohabitans_MAG/2727790802_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793844	2727793844	1	1	6	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793844/Limnohabitans_MAG/2727793844_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793062	2727793062	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793062/Limnohabitans_MAG/2727793062_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791797	2727791797	1	1	4	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791797/Limnohabitans_MAG/2727791797_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793396	2727793396	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793396/Limnohabitans_MAG/2727793396_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794068	2727794068	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794068/Limnohabitans_MAG/2727794068_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792009	2727792009	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792009/Limnohabitans_MAG/2727792009_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793391	2727793391	1	1	3	8	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793391/Limnohabitans_MAG/2727793391_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791768	2727791768	1	1	8	5	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791768/Limnohabitans_MAG/2727791768_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791123	2727791123	1	1	5	13	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791123/Limnohabitans_MAG/2727791123_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794502	2727794502	1	1	3	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794502/Limnohabitans_MAG/2727794502_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793997	2727793997	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793997/Limnohabitans_MAG/2727793997_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792883	2727792883	1	1	5	24	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792883/Limnohabitans_MAG/2727792883_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792369	2727792369	1	1	9	7	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792369/Limnohabitans_MAG/2727792369_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792819	2727792819	1	1	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792819/Limnohabitans_MAG/2727792819_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793682	2727793682	1	1	6	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793682/Limnohabitans_MAG/2727793682_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791602	2727791602	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791602/Limnohabitans_MAG/2727791602_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790971	2727790971	1	1	3	27	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790971/Limnohabitans_MAG/2727790971_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793804	2727793804	1	1	8	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793804/Limnohabitans_MAG/2727793804_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792207	2727792207	1	1	3	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792207/Limnohabitans_MAG/2727792207_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793174	2727793174	1	1	7	69	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793174/Limnohabitans_MAG/2727793174_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793105	2727793105	1	1	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793105/Limnohabitans_MAG/2727793105_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792311	2727792311	1	1	9	23	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792311/Limnohabitans_MAG/2727792311_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791021	2727791021	1	1	9	15	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791021/Limnohabitans_MAG/2727791021_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794054	2727794054	1	1	9	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794054/Limnohabitans_MAG/2727794054_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794079	2727794079	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794079/Limnohabitans_MAG/2727794079_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792742	2727792742	1	1	5	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792742/Limnohabitans_MAG/2727792742_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794363	2727794363	1	1	3	30	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794363/Limnohabitans_MAG/2727794363_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790677	2727790677	1	1	7	26	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790677/Limnohabitans_MAG/2727790677_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791014	2727791014	1	1	7	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791014/Limnohabitans_MAG/2727791014_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791283	2727791283	1	1	9	6	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791283/Limnohabitans_MAG/2727791283_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793395	2727793395	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793395/Limnohabitans_MAG/2727793395_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791418	2727791418	1	1	8	3	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791418/Limnohabitans_MAG/2727791418_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791618	2727791618	1	1	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791618/Limnohabitans_MAG/2727791618_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791703	2727791703	1	1	3	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791703/Limnohabitans_MAG/2727791703_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791615	2727791615	1	1	9	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791615/Limnohabitans_MAG/2727791615_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790743	2727790743	1	1	8	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790743/Limnohabitans_MAG/2727790743_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790905	2727790905	1	1	9	19	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790905/Limnohabitans_MAG/2727790905_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791612	2727791612	1	1	9	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791612/Limnohabitans_MAG/2727791612_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727794410	2727794410	1	1	7	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727794410/Limnohabitans_MAG/2727794410_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792674	2727792674	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792674/Limnohabitans_MAG/2727792674_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793012	2727793012	1	1	7	2	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793012/Limnohabitans_MAG/2727793012_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727790930	2727790930	1	1	9	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727790930/Limnohabitans_MAG/2727790930_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791776	2727791776	1	1	9	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791776/Limnohabitans_MAG/2727791776_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793628	2727793628	1	1	7	11	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793628/Limnohabitans_MAG/2727793628_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792622	2727792622	1	1	8	4	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792622/Limnohabitans_MAG/2727792622_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792528	2727792528	1	1	9	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792528/Limnohabitans_MAG/2727792528_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727791617	2727791617	1	1	7	10	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727791617/Limnohabitans_MAG/2727791617_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793302	2727793302	1	1	9	1	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793302/Limnohabitans_MAG/2727793302_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792886	2727792886	1	1	4	12	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792886/Limnohabitans_MAG/2727792886_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727792912	2727792912	1	1	9	0	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727792912/Limnohabitans_MAG/2727792912_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
2727793703	2727793703	1	1	9	9	"/scratch/vdenef_fluxm/rprops/metaG_SCK/Limno_CoolingWater/posigene_analysis/individual_results/2727793703/Limnohabitans_MAG/2727793703_codeml/prank/prank.best.fas.translation.view"	"LibGD or perl module GD not installed"	
